source_id,parallax,parallax_error,phot_g_mean_mag
214629136509168000,1.4019,0.2071,18.622
214633710648830976,1.3045,0.1955,18.464
214679099864684288,0.2608,0.0902,17.535
214699127296655616,0.0741,0.2898,19.447
214719914937106688,0.3151,0.1559,18.589
214823823080974464,0.4407,0.4747,19.476
214825193175610880,0.1838,0.2539,18.985
214840792497769984,0.495,0.2111,18.958
214859896512699520,0.5103,0.2144,18.861
214861446994071552,0.1304,0.2938,19.365
214877351259918848,0.3228,0.1302,17.75
214921812759602304,-1.0499,0.4591,20.022
214964281397368192,0.3629,0.1452,18.395
214987199343355264,-0.1422,0.1599,18.249
215021181123493888,0.68,0.192,18.875
215057568085876096,1.5508,0.2283,19.019
215058809332438272,1.2311,1.5518,20.724
215061455033600768,0.4141,0.0125,13.261
215080726550559232,0.6653,0.7232,20.292
215087220541033728,0.1742,0.3644,19.218
215099521327956992,-1.0313,0.343,19.748
215108557939950848,1.2204,0.3073,19.229
215143329994362752,0.3055,0.1615,18.27
215144262000955136,0.2219,0.1618,18.154
215156730292596096,0.432,0.143,18.319
215170512842225152,-0.2186,0.6945,20.184
215190574633598464,0.796,0.2133,18.831
215193220334878336,0.2803,0.0919,17.682
215197240422874496,0.6064,0.0882,17.268
215203223313902720,0.02,0.0442,13.873
215205108803242240,0.0598,0.2488,19.003
215241736285053824,0.9987,0.1414,18.138
215244141466615168,-0.3903,0.4893,20.076
215257163805818880,-0.5559,0.5698,20.359
215260260477737472,0.9602,0.6797,20.419
215267166785972864,-0.2606,1.1354,20.643
215280532724480512,-0.9169,1.4974,20.573
215285751108505600,0.356,0.2051,18.559
215292142019996160,0.2204,0.2115,18.814
215295852872758400,0.3347,0.2736,19.49
215298846464608384,1.1258,0.8983,20.72
215333339345809792,0.3096,0.0917,17.354
215333549800660992,0.8989,0.8433,20.521
215333786023028096,0.9358,0.3885,19.35
215334198339216896,1.0585,0.2364,18.898
215349801956832128,-0.5273,1.0541,20.566
215366977530173952,0.2876,0.0549,16.804
215375807984083968,1.2799,0.5651,20.104
215386115906408576,-0.3598,0.3187,19.475
215394091660597632,0.2672,0.2146,18.671
215394843279617408,0.4548,0.1383,18.069
215395053731225600,-0.0447,0.3773,19.575
215412229306616832,0.6779,0.085,16.82
215425389087393280,0.5262,0.2491,19.117
215455213340189312,0.3562,0.1199,17.841
215465074583703936,0.989,0.1316,18.055
215468995890714624,-0.0729,0.9757,20.752
215475313786711936,0.368,0.2421,18.878
215561801542415744,-1.2908,0.8294,20.623
215576713669036672,3.6529,2.9297,20.888
215588945734601088,1.0481,0.7397,20.268
215593202048176512,0.8023,0.4163,19.669
215593614365004672,0.3155,0.56,20.004
215602414753654784,0.6047,0.0298,15.492
215603651704198016,0.5844,0.0288,15.366
215616605324852224,1.6203,1.1335,20.703
215616738469919232,0.5638,0.2348,18.772
215665563656776704,0.5466,0.2305,19.11
215668449874163456,0.0639,0.3613,19.788
215708826863433856,2.5107,0.032,15.63
215715149055253632,0.1113,0.1209,18.14
215769643600438016,0.3752,0.0568,16.216
215770154701518592,0.3234,0.3569,19.291
215775072439916544,0.7969,0.5929,20.002
215790839262211200,0.213,0.4347,20.071
215791148499896704,0.4967,0.1645,18.649
215804037697527808,0.9812,1.0033,20.63
215817128758619904,-0.1183,0.4959,19.904
215827711557288960,1.1262,0.9734,20.809
215833277835752576,0.2896,0.1621,18.418
215842348805058560,0.2655,0.0989,17.567
215873474434062464,0.062,0.1052,17.88
215879422963616128,-2.0859,1.5067,20.723
215892479666034688,0.478,0.0429,15.982
215912648831466368,0.2257,0.0168,13.821
215921062671707904,0.5949,0.0482,16.22
215923777090117632,0.4555,0.3998,19.676
215926839403575936,1.7181,0.0335,15.613
215984937430480896,4.6082,0.17,18.454
215992049890656384,0.4979,0.183,18.516
215992260345110912,1.6909,0.0359,15.537
215996933268578816,0.2738,1.7718,20.641
216000639826365440,0.1772,0.1597,18.577
216012841827742336,-0.4302,0.9067,20.693
216032594381881600,0.8366,0.311,19.417
216041974590547200,0.5302,0.188,18.565
216055344823710208,0.0184,0.3383,19.573
216073276312685312,0.1113,0.1176,17.8
216081557009932672,0.2014,0.2922,19.648
216084271427820928,0.2555,0.0935,17.771
216085203437706240,1.5827,0.0173,12.853
216145745296728576,-0.1215,0.6978,20.427
216146256396072832,0.2913,0.1871,18.62
216156912211300992,0.3021,0.0333,15.819
224456159120638592,-0.1997,0.4209,19.549
224472651795156352,-1.7405,0.9259,20.295
224520038173715072,0.4601,0.032,14.858
224532506464290944,0.2993,0.2102,18.67
224538897371667584,1.0519,1.8045,20.671
224540722736105600,0.5169,0.0649,16.472
224573325829308800,-0.4362,0.4165,19.775
224579407503434624,0.6152,0.2724,18.96
224718530084401920,0.8852,0.2426,18.832
224718530084416256,-0.7183,1.0212,20.6
224748805310386304,0.3163,0.1598,18.182
224814226252431872,0.3209,0.1583,18.188
224818551282542848,0.7588,0.187,18.418
224823018048651520,0.1413,0.501,19.992
224827003778403584,0.2537,0.3582,19.467
224858408577451904,0.3441,0.1312,17.847
224869579790622464,0.3962,0.0381,15.44
224879406675694720,0.6389,0.0526,16.332
224889508438042752,0.5302,1.4732,20.702
224897960930985344,-0.1609,0.5029,19.921
224906379071393024,0.4969,0.0513,16.177
224911773550291712,0.5803,0.0617,16.429
224931045064676352,0.1396,0.3822,19.612
224956578646899584,0.2174,0.6981,20.284
224972212330045824,0.5595,0.2768,19.207
224980974063227392,0.6247,0.293,19.19
225029520076000128,2.639,1.5526,20.539
225042301897020416,0.1632,0.126,17.867
225101469367738240,0.4656,0.5445,20.087
225132461851424000,0.1711,1.3871,20.636
225136658033815936,0.1442,0.4542,19.817
227420442470578944,0.3667,0.3437,19.053
227421821155195008,0.8165,0.5919,20.09
227422473992935552,0.8906,0.1119,17.612
228507898130742528,0.6441,0.0904,17.318
228516346326382464,0.6705,0.304,19.239
228541703813672448,0.1059,0.6646,20.336
228547922926635392,0.8425,0.1749,18.221
228553287345672064,0.2557,0.0715,16.689
228767348509318784,0.2859,0.8683,20.254
228795008100382720,0.5088,0.0354,15.215
228838885485659264,1.9136,1.2952,20.683
228872214435342080,0.3076,0.0926,17.297
228882758575048192,0.7788,0.1993,18.619
228889188146365440,0.3702,0.0436,15.803
228893272654899200,-0.0887,0.2332,18.865
228893551832750848,0.3309,0.3661,19.173
228912479748418048,-0.1083,0.1561,18.079
228929182878049536,0.2825,2.042,20.898
228936119249110272,-0.4384,0.3081,19.039
228957078690265856,0.4364,0.7883,20.34
228960141005381376,0.7957,0.0421,15.721
228974911392201344,0.3041,0.972,20.409
229004327625482240,2.394,2.336,20.646
229007797958273664,1.4329,0.5789,19.961
229025282769345280,0.195,0.1186,17.838
229032674408709504,-1.916,0.9441,19.828
229057580922689024,0.5025,0.0234,12.665
229071496617762560,-0.0927,0.2855,18.939
229074657712572032,1.2604,1.3397,20.581
229075551067071744,0.5091,0.2561,18.924
229086413040165504,3.013,0.8562,20.235
229108467697100544,0.1893,0.1617,18.194
229111770526913536,-1.4612,0.9303,20.411
229134649817423616,1.5869,0.4751,18.62
229143072251157632,0.5405,0.022,14.432
229149119565476096,0.7104,0.7484,20.01
229157670842430336,0.4579,0.8335,20.137
229166265075002240,-4.5619,3.1082,20.891
229193233171606400,0.4117,0.1588,18.268
229195397833214464,0.143,0.25,18.9
229196948320867968,0.685,0.0469,16.006
229209657125815808,-0.282,0.2638,18.888
229238759826027648,0.3017,0.0971,17.463
229243368326918016,1.5855,0.0945,17.213
229246525124692352,0.345,0.1959,18.586
229258276155512832,2.0013,0.3933,19.459
229259616187426944,5.4667,0.4713,19.45
229262025664505216,-0.9633,0.9354,20.534
229273634958821888,0.8616,0.3974,19.65
229277277091244544,0.501,0.6759,20.14
229284561355607296,-0.4249,0.1849,18.344
229308273871920000,2.6661,1.4248,20.558
229308578813406848,0.0281,0.1738,18.425
229326106578750208,0.8359,0.0463,16.051
229329611269245568,0.785,0.8724,20.246
229344866990598016,0.5663,0.7541,20.294
229356957323200768,0.1669,0.1727,18.212
229361084787047168,1.8853,1.3596,20.531
229366097014308224,-0.4035,0.6364,19.325
229394894769246720,1.4926,0.8787,20.32
229399086662622720,0.6002,0.0612,16.607
229401075227733504,0.0267,0.4471,19.488
229406233485305600,-2.5717,1.008,20.617
229415231439771520,0.4637,0.361,19.572
229415540677221120,0.1987,0.0644,16.446
229418740428872064,0.3235,0.5091,19.965
229425646737017856,0.0282,0.7466,20.281
229426505729897600,0.0507,0.5788,19.776
229451824561916672,0.3515,0.217,18.499
229479552870439168,0.4188,0.4054,19.36
229481545735223808,0.0913,0.089,17.212
229482473449285888,1.5752,0.4296,19.582
229499073496134912,0.4843,0.0747,16.945
229504914655608448,0.6295,0.0172,13.401
229515905474514432,0.4318,0.2351,18.809
229517692181501952,1.1621,0.8151,20.212
229528279277876736,0.4867,0.1421,17.818
229531509091643136,1.2121,1.2198,20.382
229541129817683328,0.4289,0.7265,20.37
229549307436298496,-2.2548,1.0018,20.587
229561225969541632,0.0379,0.2533,18.856
229562879532114944,0.1232,0.4518,19.854
229564597519921408,0.2879,0.9053,20.427
229565456511537920,0.4099,0.2383,18.677
229572981298621184,0.8954,0.0789,16.918
229577722940071168,-0.5046,0.8073,20.403
229580506081299968,0.4258,0.092,17.178
229596036680190720,-0.9225,0.8084,20.365
229596375980296704,0.0738,0.2014,18.64
229596960096866560,0.3931,0.4799,19.655
229599060337140352,3.4476,0.948,20.26
229607749054070272,1.1918,0.2495,18.747
229617610300458624,0.2595,0.26,19.099
229632561084599424,0.162,0.0771,16.939
229640837484012032,0.2012,0.2447,18.823
229643556200704256,0.1777,0.0819,16.989
229672998197591936,0.0711,0.1912,18.669
229961967894814592,0.0234,0.121,17.915
230068169548302976,-0.1716,0.4312,19.671
230076282744600576,0.9653,0.0467,15.605
230087823319716736,0.3176,0.2762,18.999
230120881684726912,0.3816,0.0818,16.77
230120980466307200,0.4805,0.5988,20.022
230149091029862784,0.5634,0.1097,17.638
230160872123041152,0.3576,0.2515,18.953
230175200136166656,1.3714,1.435,20.71
230226155624905984,0.4789,0.2186,18.701
230312059268727552,0.0157,0.3075,19.166
230340745352242432,0.2922,0.1328,18.116
230341402485197184,0.0408,0.1324,17.281
230350331719534336,0.7308,0.2278,18.803
230378751520684544,1.3317,0.6414,19.956
230408227879660416,1.1394,0.4608,19.736
230418329642986368,0.4755,0.723,20.122
230423346164766336,0.0494,0.1509,18.168
230427095675258752,0.4645,0.0167,13.454
230429603936100864,0.7537,0.1552,18.182
230449803163988480,-0.3788,0.4026,19.577
230451108832709888,-0.0008,0.1323,17.987
230462486205872896,0.208,0.2247,18.825
230473103362096768,1.5225,1.5381,20.62
230473958058424448,0.3848,0.2068,18.55
230509387243013888,-1.7581,1.1588,20.473
230524844830583808,0.3111,0.9376,20.188
230557967620206336,1.8731,0.5002,19.697
230569276271178240,0.1209,0.1091,17.528
230583222027510144,-0.0547,0.2207,18.799
230622426487912960,1.0082,0.69,20.008
230629646331199872,1.3105,0.1832,18.142
230660879333247104,0.2577,0.4102,19.43
230668301032777856,-0.5063,0.6818,19.956
230684587551391744,-0.4304,0.7254,20.26
230707608579714176,-0.8206,0.5607,19.932
230711078913275264,0.8399,0.1011,17.246
230722555062795904,-0.059,0.637,20.362
230731007558399488,0.6261,0.8821,20.417
230735126429059840,1.1436,0.7725,20.417
230759315687097216,0.5512,0.4156,19.521
230776018818307840,0.2413,0.1286,17.706
230782302350056320,0.3374,0.4481,19.6
230791274543250048,4.0101,0.5036,19.77
230794160760070528,0.2317,0.0276,14.93
230827592784130944,1.3216,0.0974,17.399
230828172601213952,0.5388,0.2366,18.983
230866659806523392,0.3005,0.088,17.314
230894074580065536,0.9096,0.3152,19.267
230917129964611072,2.8797,0.4235,19.613
230918199412106496,2.2542,1.1752,20.644
230923662608564096,0.3714,0.1443,18.097
230929572483509888,0.9943,0.4417,19.719
230973656032529152,0.8017,0.0537,16.149
230979428466429952,-0.2101,1.2248,20.614
230989663372403840,0.475,0.173,18.575
231000525347982208,0.3186,0.086,17.032
231005473150060544,2.5819,0.4767,19.633
231010901986628864,-0.3962,1.2419,20.537
231017357322106752,0.4966,0.1863,18.549
231026325212093184,0.2733,0.2412,18.978
231034640270181888,0.177,0.4063,19.354
231075670091619712,-0.0784,0.2159,18.857
231086592193070464,0.4609,0.2508,19.02
231087107592290304,-1.1473,1.6925,20.765
231092781245724032,0.8473,0.0332,15.421
231126964887324800,0.3118,0.1039,17.258
231144080332338304,-0.8171,1.0872,20.456
231164520080250368,0.2439,0.0953,17.358
231185857478116608,-0.4512,0.8618,20.302
231187579763441152,-0.4126,0.3753,18.577
231201804692756992,0.1134,0.7049,20.362
231225684713018624,0.719,0.1184,17.712
231232591018403072,0.3558,0.5914,19.864
231246639854694656,0.0874,0.1876,18.333
231276983803168512,2.4663,0.0885,16.765
231287287425952000,0.759,0.4212,19.641
231287635322040064,0.2083,0.2823,18.965
231290379802494848,-0.1555,0.5675,19.959
231297320470266880,0.2998,0.4306,19.285
231303883178997248,0.3089,0.085,17.068
231352094191061248,0.178,0.0329,15.378
231355083488042240,0.468,0.1309,17.739
231356247421643264,-0.3163,0.2775,18.995
231358622538921344,-0.6965,0.9094,20.474
231362539551219200,0.2143,0.0715,16.665
231374771618389248,0.3397,0.0762,16.366
231377962775516800,0.7584,0.1699,18.389
231379096650929408,0.3114,0.5393,19.96
231384976460601984,0.4251,0.1208,17.556
231387278563092608,0.9496,0.0749,17.0
231387381642298880,0.5512,0.0272,15.025
231418747785824640,1.2016,0.1208,17.77
231418786442962560,1.4892,0.015,12.816
231421187327255424,0.1518,0.3476,19.248
231423493727500160,-1.2097,0.8136,20.055
231436447348427776,0.7532,0.0521,16.021
231453180540842240,0.2878,0.0668,16.665
231462904346822272,-0.1009,0.1784,18.379
231475239490651136,-0.008,1.5315,20.684
231484993361900288,0.7598,0.8809,20.476
231499360028980352,0.1709,0.1936,18.501
231521315900327808,0.8554,0.0256,11.123
231530176415452928,0.4549,0.9444,20.515
231542275344627328,0.2943,0.1466,18.131
231549795826018688,-0.1864,0.5123,19.794
231559489573513088,0.3085,0.0272,15.036
231559764450841088,0.1955,0.0547,16.327
231561271980681856,0.2868,0.8946,20.459
231566533319480960,0.831,0.3659,19.218
231573955018247040,0.4197,0.3545,19.298
231575496911093248,0.5363,0.3326,19.233
231577665869457408,0.1717,0.2116,18.685
231578009471743872,0.6362,0.0572,16.444
231579379561647744,0.9629,0.7347,20.104
231603397018310016,0.3513,0.1146,17.696
231605389883453568,0.2016,0.2796,18.957
231617969841857408,-0.3447,0.4476,19.489
231623703624196096,-0.2042,0.606,19.997
231631846883596288,1.502,0.8866,20.269
231669505155734912,0.2482,0.3265,19.166
231672838048959872,1.0742,0.2782,18.837
231688613468821248,4.488,0.0182,10.584
231705793336481536,-0.4804,0.9943,20.415
231709087573317760,0.1114,0.1225,17.782
231713283761333120,0.2484,0.044,15.756
231718364702984448,0.1925,0.1605,18.228
231748395115777920,0.6097,0.2579,18.902
231759458951432064,0.6278,0.5846,19.928
231768018823918848,0.4043,0.0626,16.618
231786019028148992,0.4524,0.2443,18.933
231792208079604608,-0.3212,0.118,17.324
231796430027719680,-0.4694,0.3635,19.296
231807184628420096,0.0587,0.3969,19.376
231809353587683072,0.4491,1.4273,20.623
231812579106110080,1.2633,0.2635,18.942
231869826726742656,-0.5657,0.774,20.393
231878000047272704,0.441,0.2154,18.369
231880748826350720,0.4534,0.2829,18.926
231886903517045120,3.6518,1.9755,20.802
231892435434926720,1.1904,1.4895,20.761
231894668820085120,0.1544,0.1278,17.942
231895145556994560,0.162,0.0802,17.259
231900608755130496,0.7129,0.2998,19.061
231902193602791040,1.3084,0.0224,14.376
231904422687846016,1.3572,0.5805,19.897
231909026891289216,0.0332,0.1374,18.009
231909134269845632,0.0223,0.0398,15.789
231911672592860160,0.3361,0.826,20.215
231914043412121728,0.6966,0.0148,11.96
231915353382400384,0.4489,0.2372,18.757
231929131637437312,0.6598,0.5249,19.784
231937618495741440,0.2203,0.065,16.552
231940019377211264,1.5817,0.7845,20.261
231942153981264000,0.0566,0.7009,20.072
231944009406976896,0.4769,0.0915,17.377
231949988003527936,0.6276,0.0913,17.068
231959471282253952,1.3017,1.6332,20.655
231965415523826688,0.3085,0.1119,17.856
231997954190328576,0.425,0.2798,18.895
232016882109491584,1.0051,0.5469,19.815
232021932992036608,-0.0945,0.2218,18.737
232030870826611200,0.5916,0.1056,17.601
232047226062520192,0.3063,0.6058,19.78
232062889800635648,0.456,0.5959,19.811
232098525147780736,0.6855,0.0633,16.657
232105122217759488,1.0679,0.6691,19.991
232110447972537856,0.0419,0.565,19.73
232127524767016576,0.6755,0.2385,18.917
232145082593683712,2.2713,1.7795,20.781
232149961676029184,-1.3472,0.8013,20.004
232161678346700800,-0.1072,0.175,18.234
232165350540097408,0.4065,0.1275,18.039
232169340568012544,0.2975,0.0281,14.874
232174872483615232,3.3506,1.3823,20.632
232183458122611072,0.4275,0.1552,18.295
232224384872394624,7.1395,0.0137,13.085
232232974809031296,0.4443,0.7293,20.156
232233627641905152,0.2878,0.0867,17.126
232239778035188864,1.0216,0.0454,16.061
232253556285319424,-5.3072,2.9735,20.902
232282212312328576,0.6791,0.0812,17.255
232285339050148224,0.4708,0.318,19.247
232296329862376576,0.4581,0.2859,19.019
232310765255685120,0.6659,0.1181,17.681
232338424845902592,0.7307,0.3243,19.268
232338562282001280,-0.1043,0.9638,20.486
232345915265341184,0.4941,0.2575,19.024
232348767123300736,1.5596,0.5723,20.062
232352031301715200,0.2971,0.0954,17.489
232353852365554560,2.3405,2.4064,20.808
232354986239667712,1.0841,0.3606,19.431
232355295477183232,-0.0758,0.8589,20.386
232357833794184960,-0.1412,0.2928,19.137
232359693521004544,-0.2728,1.2047,20.474
232360243272639104,-1.0245,1.2124,20.538
232374395189315456,0.5265,0.3048,19.125
232376392350405760,-0.8296,0.9192,20.525
232386592896470912,1.0689,0.4263,19.568
232393469139616128,0.1092,0.5148,19.799
232394121978392064,0.2747,0.1857,18.616
232399031121222400,0.3512,0.0904,17.283
232401062645387136,1.1479,0.1017,17.509
232409854439624064,0.2556,0.2932,19.09
232417864557388544,0.8119,0.1834,18.162
232444012318368896,0.3326,0.0577,16.482
232445764661926144,0.799,0.7279,20.297
232450815546196992,0.1713,0.0199,14.161
232459268041772288,0.2317,0.1214,17.817
232461638863690880,1.9199,0.0537,11.496
232478268974877824,1.9074,0.9373,20.57
232481047815160448,0.4331,0.1752,18.273
232491905494947968,0.3887,0.1736,18.438
232499778169735808,0.1338,0.1514,18.014
232518469869902848,1.2383,0.052,15.923
232519981698336896,0.5181,0.133,17.876
232529048370126592,0.6125,0.1806,18.353
232534202332262784,0.7002,0.6037,19.994
232535168699094272,0.4578,0.6934,20.251
232539974766898688,-0.0493,0.2795,19.193
232546915434269312,0.5707,0.2093,18.705
232551966315697408,0.5235,0.2,18.625
232554508936547712,0.2035,0.1044,17.565
232566981522191744,0.1791,0.1074,17.27
232575330937596032,0.3617,0.1609,18.126
232595259586382336,-0.2709,0.3253,19.547
232600830157895424,-0.2513,0.531,20.056
232602823026921856,0.3242,0.0419,15.886
232618972100183936,1.6541,0.5435,19.962
232634056027772160,-0.8329,0.9661,20.425
232634674503042048,1.2135,1.641,20.649
232649414829713664,0.4676,0.7507,20.204
232667144457568128,1.2333,0.0675,15.159
232676967044135040,3.6929,1.5172,19.887
232701057515036288,-0.0882,0.6113,19.996
232708169983801472,-0.3993,1.392,20.596
232724147260770944,1.1779,0.6771,20.387
232726827322923392,0.6002,0.0322,15.275
232732084362580224,0.3112,0.0594,16.388
232762286568896512,-0.9892,0.8179,20.404
232766237943727872,0.0565,0.4657,18.941
232773831444730112,0.5707,0.1374,17.975
232788640491136640,-0.5373,1.4586,20.743
232795061463979392,0.8467,0.4802,19.877
232798570457517952,0.9349,0.042,15.753
232801284872650880,-0.3063,0.4836,20.017
232814028041653760,0.8203,0.3737,19.333
232818602183134336,1.1638,1.3619,20.615
232832513579892096,0.1862,0.32,19.16
232837495741515648,0.6247,0.2323,18.8
232837701899952896,0.0593,0.3438,19.236
232844062751147904,0.6432,0.0543,15.394
232848563876854912,-0.3537,0.486,19.739
232851759329406208,1.653,0.6747,20.321
232862818868755456,0.2688,0.3245,19.241
232863544720309888,0.3935,0.6924,20.134
232870932066298752,-0.5287,0.1947,18.024
232879487636413056,-0.4565,0.3857,19.498
232879831236056704,-0.7557,1.1169,20.614
232888623032763520,0.3973,0.1214,17.602
232894296688648192,0.6527,0.0609,16.505
232897144249257088,0.0184,0.379,19.31
232930271331073024,-0.4372,0.5375,19.779
232935970753840256,0.3866,0.4068,19.241
232944187028258304,0.2683,0.1164,17.58
232945423976142208,0.1557,0.9271,20.441
232948683856286720,0.1547,0.1665,18.371
232955246563889152,0.2797,0.4961,19.457
232959545831525120,0.383,0.0937,17.015
232971262502198912,0.2856,0.107,17.511
232979607621755904,-0.2103,0.3319,19.084
232990675754298496,0.271,0.0292,14.697
232991706544279424,-1.0796,1.6335,20.762
232996993648554496,-0.0164,0.4465,19.263
233006515593480320,0.4754,0.0822,17.05
233012597267874688,0.6196,0.7102,20.265
233014517112728448,0.4081,0.3185,19.081
233017231532587136,1.1689,0.7862,20.202
233019327476278400,0.5013,0.4324,19.467
233036511645310336,1.4403,0.0356,15.163
233045337798635264,0.1635,0.4267,19.266
233048292735871616,0.5792,0.3544,19.21
233053416633906432,0.9536,0.8087,20.177
233079014643395584,0.1259,0.0903,17.293
233091143630877056,0.9529,0.2584,18.9
233091998324587648,0.0315,0.2634,18.944
233095812255644288,-1.9955,0.3547,17.116
233114714413190016,0.16,0.3987,19.465
233115985716868480,0.6033,0.084,16.773
233120108890808576,0.5152,0.0685,16.953
233124438213217920,0.0677,0.7475,20.202
233131786900597760,0.1111,0.1173,17.862
233137048242412800,0.9717,0.0361,15.467
233142751955703424,2.8587,1.8216,20.668
233160378500702208,0.3267,0.1297,18.037
233162160911010304,0.4341,0.1742,18.606
233167078654191232,0.9883,0.4849,19.723
233169346394438784,0.5342,0.7547,20.086
233169548255247872,-0.9945,0.7252,20.164
233170102311080320,0.3536,0.1503,18.184
233178000750958592,2.4037,1.1529,20.466
233190645131737472,1.6907,0.2183,18.784
233192156960594816,0.4788,0.3914,19.524
233192573577921408,0.5454,0.8044,20.483
233204565121353728,0.2593,0.4598,19.673
233211643227877760,0.0479,0.6428,20.109
233225696360243840,1.7913,0.9477,20.347
233228857456691584,1.4136,0.9765,20.596
233232224717469312,-0.5321,0.4926,19.875
233233152422787840,0.9917,0.9222,20.434
233235965627239040,0.3177,0.2198,18.859
233255756836510720,0.8461,0.3441,19.546
233262766223610240,0.6585,0.401,19.596
233265038268066944,0.4561,0.0255,14.817
233268371162866176,0.7882,0.066,16.672
233292835292513280,1.0307,0.5426,19.998
233301012914462592,0.1346,0.0291,15.354
233314413210389632,0.2795,0.5551,19.993
233319876411563776,0.8115,0.0935,17.188
233325064731809664,1.0763,0.1665,18.288
233326370399458560,-0.3529,0.3784,19.704
233331898017769216,0.0596,0.1445,18.186
233335437070888960,0.45,0.1504,18.046
233337571676590720,0.5577,0.1995,18.704
233365811079687296,1.4496,0.1344,17.996
233377291529090176,0.7344,1.4228,20.681
233390760547444864,2.4391,0.3947,18.26
233395467833194368,1.4256,0.0816,17.129
233411165932914432,0.7206,0.2304,19.039
233415907578324864,0.1751,0.2242,18.605
233417763004197632,-0.3728,0.4381,19.585
233420206845183872,0.2666,0.1038,17.597
233437489792992640,0.9042,0.0694,16.982
233439963694115712,0.7851,0.0561,16.419
233446801281959296,0.2367,0.1595,17.887
233468821574985088,0.0486,1.2078,20.598
233470337702721536,0.7092,0.0463,16.01
233470848798629376,-0.8363,0.4368,19.663
233476007059466112,0.42,0.2924,19.279
233481397238587904,0.1826,0.3376,19.483
233481401533494144,0.572,0.4355,19.866
233482020013625600,0.405,0.0626,16.828
233498508389511808,0.2352,0.1532,18.152
233513184298018304,0.3206,0.1685,18.144
233531184503750272,0.6205,0.5671,20.151
233545757330518272,0.2548,0.0677,16.457
233556541985500672,0.02,0.2022,18.634
233560046679682560,0.9813,0.505,19.799
233560085341974400,0.4084,0.098,17.303
233587126455796096,3.295,0.1026,17.538
233600423672853248,-0.4977,1.2971,20.689
233603511749546368,1.3692,0.6628,20.148
233632683166956288,0.6294,0.1715,18.247
233673605616284288,0.4148,0.215,18.528
233690583620665856,0.5064,0.5529,19.845
233692851368909696,-0.1528,0.8361,20.284
233704705478090496,-0.5641,1.3185,20.189
233705461389539712,0.4077,0.9432,20.502
233706389102419072,-0.338,1.0787,20.533
233706904496775040,-0.7906,0.6183,20.017
233707385533040512,0.5443,0.2076,18.016
233708824348105856,0.3851,0.3231,19.182
233733705092325376,0.5107,0.9228,19.966
233753393224188416,-0.8596,0.8849,20.361
233754870690209536,0.867,0.8352,20.241
233758134867998592,-0.4472,0.7503,20.136
233758405448898048,0.9178,0.4031,19.332
233770538733227648,-0.0707,0.863,20.332
233771569526337536,-1.069,0.6808,20.214
233783354919543936,0.311,0.0469,15.522
233783629797445632,0.4899,0.2417,18.639
233787473787179008,0.0851,0.1862,18.568
233790707900333056,0.1295,1.2439,20.683
233803244909033856,0.3834,0.2839,18.924
233810670906900608,0.2998,0.4594,19.642
233821322427679232,-1.2262,1.4998,20.56
233828774195516672,1.2416,0.2478,18.634
233846366380288000,0.0785,0.3038,18.923
233848977719534720,0.4776,0.5218,19.499
233861072347673088,0.0294,0.1665,18.276
233862962133245056,-0.2795,0.5697,19.737
233870388133046016,2.8119,1.1091,20.584
233870869169595776,-1.2203,1.0621,20.528
233871899961711360,0.2666,0.874,20.398
233874202061904128,-0.2385,0.6004,20.138
233879248651322880,-0.1814,0.4633,19.438
233884578706902016,2.2964,2.3002,20.855
233886468491523456,-0.5575,1.0536,20.47
233887598067836416,2.6414,1.2763,20.177
233901960438508288,0.0214,0.4688,19.659
233918216888733440,0.1144,0.5766,19.969
233923439570755072,-1.8145,1.3985,20.726
233932613623745536,0.6799,0.0379,15.694
233936255752727296,-0.242,0.7816,20.472
233937866361789440,0.0316,0.4354,19.629
233945253707714560,0.0647,0.2107,18.655
233945807760056320,-0.0397,1.0855,20.665
233959066322524800,0.5196,0.1873,17.798
233960135774028672,1.1701,0.2357,14.234
233973914026635520,-0.4827,1.2441,20.544
233980304940081152,0.6197,0.1581,18.35
233988619996662272,0.3374,0.0944,17.344
233988791796783616,0.4967,0.5967,20.083
233993911396520704,0.0809,0.1254,18.006
233994048835476352,2.1762,0.0182,13.21
233994736030205056,0.2132,0.1463,18.138
234008819222051456,0.4581,0.1229,17.742
234016004708088320,1.0119,0.0358,14.332
234039227590844544,0.6639,0.7381,20.206
234047684383111168,0.4692,2.4277,20.641
234047748806930048,-0.323,0.7032,20.091
234057545628899072,0.3232,1.1263,20.54
234062149835399808,1.434,0.0406,14.454
234071422666901120,2.3875,1.5295,20.098
234104137435522304,1.9079,0.5921,19.919
234112104597479808,0.7461,0.1711,18.263
234118426786817920,0.3085,0.4902,19.696
234126948003698816,0.1376,0.3866,19.37
234132823517904256,1.2667,0.7389,20.221
234133373273203712,0.011,0.2578,18.242
234137152844341760,0.1176,0.4402,19.546
234142070586299008,0.1953,0.1224,17.675
234146949665453184,0.3955,0.0584,15.943
234167595575140096,0.3602,0.1037,17.637
234169107403641600,1.1268,0.5526,20.061
234172783893803520,-0.4819,0.5398,19.788
234180824072411904,0.1116,0.2063,18.637
234570605240409088,0.137,0.1164,17.466
234677326587332224,0.5641,0.798,20.489
234678288660896128,0.7337,0.0364,15.404
234854240585796352,0.2343,0.1779,18.106
234854515463455360,0.3611,0.2683,18.822
234885267427802880,0.1803,1.1629,20.506
